id,Author,Text,User Location,Country_Code,Tweet Country,created_at,Unnamed: 7
1.3743158897435E+018,DarrenBellreads," : #ShehnaazGill wishes her crush #KartikAaryan a speedy recovery after he tests Covid-19 positive.

#COVID19 #Shehnaazian ht…",Edinburgh,USA,None,2021-03-23 11:03:36,
1.37431589060755E+018,Spacereportern1," : The  Supporting Children campaign, supported by Tusla, provides info on services for children &amp; families during Covid-19…","Buffalo, NY",None,None,2021-03-23 11:03:36,
1.37431589371977E+018,TempestofVHS, : Guys if you missed this interview you can catch it. Here ,,None,None,2021-03-23 11:03:37,
1.37431589421463E+018,MillyMia8," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,None,None,2021-03-23 11:03:37,
1.37431589517929E+018,arunrockstar86," : Here are today's testing sites. Save time by pre-registering at 

-Symptoms? Stay home and call yo…",,None,None,2021-03-23 11:03:37,
1.37431589948269E+018,psrx, : Is that Murdoch’s rags can’t - or won’t - break stories like this?,"Dubai, United Arab Emirates",None,None,2021-03-23 11:03:38,
1.37431589958341E+018,shailjapatel, :  #ICYMI | How bad has the COVID-19 pandemic affected global air traffic in general and commercial long-haul routes in…,"Amherst, Massachusetts",None,None,2021-03-23 11:03:38,
1.37431590216709E+018,thenewsarawak, : Pfizer aims to expand its vaccine business by becoming a leader in the new gene-based technology behind its successful Covid-19 sh…,,None,None,2021-03-23 11:03:39,
1.37431590614325E+018,ADDIology,"CW covid and death 

this is for any funeral after 1/20/2020 FYI (if the death was from covid, the requirements are… ",Nirvana ☁️,None,None,2021-03-23 11:03:40,
1.37431590646608E+018,syawal, : BREAKING: AstraZeneca says advanced trial data from a U.S. study on its COVID-19 vaccine shows it is 79% effective. …,,None,None,2021-03-23 11:03:40,
1.37431590904989E+018,sbuchbinder,"As India has vaccinated nearly 4.85 crore beneficiaries against Covid-19 till now, Union health minister… ","Baltimore, MD",None,None,2021-03-23 11:03:40,
1.37431590948616E+018,jbakerohio," : #Niagara 's top doctor has concerns about region hopping and an increase in COVID-19 cases.
","Cincinnati,  Ohio",None,None,2021-03-23 11:03:41,
1.37431591245153E+018,lesleychestrman, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,Montreal,None,None,2021-03-23 11:03:41,
1.37431591240102E+018,vudhy,$PFE - Pfizer: Ultra-Cold Storage Of COVID-19 Vaccine No Longer Required.  #investing #stockmarket #markets,,USA,None,2021-03-23 11:03:41,
1.37431591282483E+018,kc2pgo, : Good move by NDA. All above 45+ to get COVID-19 vaccine from April 1.,New York,None,None,2021-03-23 11:03:41,
1.37431591377692E+018,Irislee0426," : COVID-19 - Florence Nightingale Diagrams of Deaths    In Week 10, deaths registered in England and…",Hong Kong,None,None,2021-03-23 11:03:42,
1.37431591490934E+018,ADDIology, : The Neymar Jr. Institution which helps underprivileged children in Sao Paolo has been closed for a year due to the COVID-19 p…,Nirvana ☁️,USA,None,2021-03-23 11:03:42,
1.37431591549234E+018,JuanitaIguana1," : All international arrivals must present a negative COVID-19 test, taken no earlier than three days before departing fo…","Arkansas, USA",None,None,2021-03-23 11:03:42,
1.37431591664578E+018,NickLemms, : Pfizer aims to expand its vaccine business by becoming a leader in the new gene-based technology behind its successful Covid-19 sh…,"Charlotte, NC",None,None,2021-03-23 11:03:42,
1.37431591787896E+018,_bakedsale," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ","Detroit, MI",None,None,2021-03-23 11:03:43,
1.37431591779078E+018,SallyWo42411402," : Today marks the anniversary of the GBR’s first COVID-19 lockdown and a National #DayOfReflection is taking pln  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,None,None,2021-03-23 11:03:43,
1.37431591865473E+018,HelpHumanity1st,"Let me guess, is  on that list?",,None,None,2021-03-23 11:03:43,
1.37431591929653E+018,FixateFelix, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,National Capital Region,GBR,None,2021-03-23 11:03:43,
1.37431591992991E+018,JCosmidis, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Oxford, England",None,None,2021-03-23 11:03:43,
1.37431592006401E+018,Tejeshswartani1," : having                          disliking
covid-19              black widow 
                  no taste",Bharat,GBR,None,2021-03-23 11:03:43,
1.37431592066816E+018,sarahbarber1972, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Ipswich, England",None,None,2021-03-23 11:03:43,
1.37431592139378E+018,ShannyTab," : France’s COVID-19 figures are going up at a 'vertiginous rate' and if the situation does not improve, further lockdown measure…",,None,None,2021-03-23 11:03:43,
1.37431592173348E+018,StevenGraham14,"i wouldn't eat their donuts if they Paid me to, but that's nice","Glasgow,Scotland",None,None,2021-03-23 11:03:43,
1.37431592248416E+018,mereyexamshai, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,Nepal,None,None,2021-03-23 11:03:44,
1.37431592306731E+018,Abee64544687," : After April 1, anyone who is over 45 years will get Covid-19 vaccination. This is a welcome step! However, at the current…",,None,None,2021-03-23 11:03:44,
1.37431592362936E+018,TheParentingNe1, : #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,Ireland & Northern Ireland,None,None,2021-03-23 11:03:44,
1.37431592431718E+018,shangatatu," _Africa: NYABIRA: Infrastructure projects key in post Covid-19 recovery
 ","Mombasa, Kenya_ 001",None,None,2021-03-23 11:03:44,
1.374315927119E+018,Milaj24065552, _tx: We just announced that the Philippines has secured 7 million additional doses of our COVID-19 vaccine through a new supply…,,None,None,2021-03-23 11:03:45,
1.37431592711475E+018,dcfireems, : . &amp, Fed Chair Powell testify on COVID-19 Economic Relief   - LIVE at noon ET on C-SPAN …,GBR,None,None,2021-03-23 11:03:45
1.37431592770198E+018,Bill62381580,Germany to go into hard Easter lockdown as Covid-19 infections soar ,"England, United Kingdom",None,None,2021-03-23 11:03:45,
1.37431593071768E+018,Taiseishogun, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,,None,None,2021-03-23 11:03:46,
1.37431593116227E+018,lasorelladiKarl,"  Or 70%, more correctly: ""Queen's community remains COVID-19 hotspot – Kingston News"" ",Milano nel cuore.,USA,None,2021-03-23 11:03:46,
1.37431593167808E+018,aunt_rita, : #ICYMI Great reminder from ! #COVID19 #Travel,"San Diego, CA",None,None,2021-03-23 11:03:46,
1.37431593231568E+018,Drbinali_,There you go. Not recommended to stretch out doses for seniors. Thankfully someone stepping up and saying it. ,United Arab Emirates,IND,None,2021-03-23 11:03:46,
1.37431593394715E+018,htTweets," : Every 20 second handwash is making a difference to stop the spread of Covid-19

Let's keep going


#…",India,CAN,None,2021-03-23 11:03:46,
1.37431593409409E+018,unchartedfocus, : An emergency room physician is sharing images of lungs filled with fluid to show the toll COVID-19 is taking on some young…,"Ontario, Canada",None,None,2021-03-23 11:03:46,
1.37431593458488E+018,rogerwiilde," : Starting April 01st, anyone above 45 years can get the Covid-19 vaccine. I appeal to all eligible citizens to get vaccinated an…",United Kingdom,USA,None,2021-03-23 11:03:47,
1.37431593542774E+018,SeekingAlpha,"TODAY, TUESDAY, MARCH 23 at 6:30 PM at the UCF Reflecting Pond, join a vigil in honor of the 8 Atlanta victims, and… ","New York, NY",None,None,2021-03-23 11:03:47,
1.37431593711809E+018,IamAnkit_Saxena, Preparation of a COVID-19 vaccine that can be given in tablet ,आर्यावर्त,None,None,2021-03-23 11:03:47,
1.37431593939568E+018,HGWhites," : One year on from the GBR's first lockdown, we've joined the Yellow Hearts to Remember campaign, supporting bereaved families…",,None,None,2021-03-23 11:03:48,
1.37431593934959E+018,_pandaHQ," : It is believed that over 1,000 health and care workers have died after testing positive for COVID-19 since March 2020.…","Warri, Nigeria",None,None,2021-03-23 11:03:48,
1.37431593955925E+018,droplets14," : Raila Odinga took covid-19 test jana. 
He will attend the burial of president Magufuli.",,None,None,2021-03-23 11:03:48,
1.37431594051131E+018,syawal, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,,None,None,2021-03-23 11:03:48,
1.37431594058674E+018,YucaBeltran,"COVID-19 cases, hospitalizations, and deaths by age in Vermont ",Makati City,None,None,2021-03-23 11:03:48,
1.37431594070856E+018,MarkShaw43," : Amen and awoman.

",Chesham,None,None,2021-03-23 11:03:48,
1.37431594114896E+018,jobmomanyi1,Politicians are out of control .,Nairobi Kenya,None,None,2021-03-23 11:03:48,
1.37431594136707E+018,GasteinForum," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Bad Hofgastein, Austria",GBR,None,2021-03-23 11:03:48,
1.37431594395914E+018,NadaShakour,Grŵp Llandrillo Menai is proud to be supporting the ‘light up Wales’ campaign to honour and remember those in Wales… ,London,None,None,2021-03-23 11:03:49,
1.37431594392548E+018,Okos62812207," : It is believed that over 1,000 health and care workers have died after testing positive for COVID-19 since March 2020.…",,None,None,2021-03-23 11:03:49,
1.37431594470568E+018,TheLadyInfinite, : Good move by NDA. All above 45+ to get COVID-19 vaccine from April 1.,"Somewhere, Nowhere",None,None,2021-03-23 11:03:49,
1.37431594669801E+018,jbjlock26, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Dillsburg, PA",None,None,2021-03-23 11:03:49,
1.3743159467483E+018,xdiabsoule,"Int travel is a gaping hole in Ireland’s response to the COVID-19 global pandemic. 

The people are doing their par… ",,None,None,2021-03-23 11:03:49,
1.3743159470041E+018,SuperSaiyanEloy,Federal health officials are concerned results from a U.S. trial of AstraZeneca’s COVID-19 vaccine may have used “o… ,Lost in California ,None,None,2021-03-23 11:03:49,
1.37431594865251E+018,viliansupremacy,"Today is Day 2 of #MyBodyMyMind!
, Like and Share if you agree that -&gt; ""Youth must be at center of decision makin… ",she/they,None,None,2021-03-23 11:03:50,
1.37431595328303E+018,d_braa09," : If you do, you are a ""racist."" The emergence of multiple variants of the original virus only underscores the mounting costs…",,None,None,2021-03-23 11:03:51,
1.37431595346344E+018,Zebra_Delta," : Starting April 01st, anyone above 45 years can get the Covid-19 vaccine. I appeal to all eligible citizens to get vaccinated an…","Greece, Athens & Thessaloniki",None,None,2021-03-23 11:03:51,
1.37431595472167E+018,badatwriting_,It took too long to get an accurate number of COVID-19 deaths in nursing homes because a culture of “withdraw and p… ,pretoria,None,None,2021-03-23 11:03:51,
1.37431595504462E+018,werrylettuce,,GBR,None,None,2021-03-23 11:03:51,
1.37431595652936E+018,AbeedShekh, _Fitzgerald: This excellent new issue of the  review on COVID-19 also includes a short piece from Amy Hinterberger and me o…,shahdol madhya pradesh ,IND,None,2021-03-23 11:03:52,
1.37431595707879E+018,Radhika_Kh," : *Oil extends losses on concerns European COVID-19 resurgence to crimp demand -  

$CL_F #OOTT http…",India,None,None,2021-03-23 11:03:52,
1.37431596035467E+018,ata_ali2," : There's still time to join today's 
 webinar on the #COVID19 #infodemic   …","Guangdong, People's Republic of China",None,None,2021-03-23 11:03:53,
1.37431596035035E+018,roceljunio," : COVID-19 VACCINES: Breakthrough Approach Or Unanticipated Health Risk? 
#health #cellularhealth…","Quezon City, Philippines",None,None,2021-03-23 11:03:53,
1.37431596048889E+018,GovSherazKhan," : BREAKING: Firm awarded £16.2m across multiple Covid-19 contracts has extensive links to the Conservatives.

Softcat Plc…",,None,None,2021-03-23 11:03:53,
1.37431596119769E+018,mynbc15,In efforts to curb COVID-19 we have partnered with Rotary Club Kenya in the construction of a borehole at the Likon… ,"Mobile, Alabama",None,None,2021-03-23 11:03:53,
1.37431596139062E+018,shailjapatel," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ","Amherst, Massachusetts",None,None,2021-03-23 11:03:53,
1.37431596308516E+018,RossvanVuuren," : COVID-19 is having a devastating impact on the fight against TB. Many of the resources to fight TB – labs, testing machines, he…","Kingston, Ontario",None,None,2021-03-23 11:03:53,
1.37431596443568E+018,SmartFlightInfo, were amazing during my Dads illness. Not only did they care for my Dad but made us feel at ease thr… ,Worldwide,None,None,2021-03-23 11:03:54,
1.37431596540042E+018,goonda13, : U.S. officials said they were told AstraZeneca PLC may have released outdated information in its disclosure of trial result…,,GBR,None,2021-03-23 11:03:54,
1.37431596717041E+018,CorbyBCLeisure,Confusion As Brazil Faces COVID-19 Surge With Two Health Ministers ,"Corby, England",None,None,2021-03-23 11:03:54,
1.37431596720398E+018,BORZAGE1," : BREAKING: Firm awarded £16.2m across multiple Covid-19 contracts has extensive links to the Conservatives.

Softcat Plc…",,None,None,2021-03-23 11:03:54,
1.3743159682902E+018,Vijay_SRK, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,Bangalore,None,None,2021-03-23 11:03:55,
1.37431596839928E+018,URBANDER," : having                          disliking 
covid-19                 one direction 

                  no taste","Orlando, FL",None,None,2021-03-23 11:03:55,
1.37431597023209E+018,HelpHumanity1st, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,,None,None,2021-03-23 11:03:55,
1.37431597157019E+018,Dorothy3737,"Oxner declared a 24-hour vaccine festival from March 24th to 25th, and was able to obtain 1,400 COVID-19 vaccines a… ",,None,None,2021-03-23 11:03:55,
1.3743159723378E+018,GorurVinay,Individuals thinking about a COVID-19 vaccination have a tasty and sticky extra incentive — a free original glazed… ,,None,None,2021-03-23 11:03:56,
1.37431597435526E+018,kipkeumaurice, : Nincompoops like Manyora have the right to air their views even if those views are misguided and ignorant. But they don't…,"Maua, Kenya",USA,None,2021-03-23 11:03:56,
1.3743159761336E+018,MattKoenig10, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,United States,None,None,2021-03-23 11:03:56,
1.37431597700606E+018,pwslavik, : COVID-19 spurred on a newfound wave of interest in #VR due to the enforced remote working situation. Despite the industry’s…,BTV,None,None,2021-03-23 11:03:57,
1.37431597731639E+018,LibertyAnna," : I'm not upset that you lied to me, I'm upset that from now on I can't believe you.

Friedrich Nietzsche",Italia,None,None,2021-03-23 11:03:57,
1.37431597808399E+018,ByeByeHabana, : An independent board that reviews data from multiple Covid-19 vaccine candidates in the US has expressed concern over AstraZene…,Cuba Libre ,None,None,2021-03-23 11:03:57,
1.37431598031118E+018,kaseyroyals16," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,None,None,2021-03-23 11:03:57,
1.37431598034885E+018,meiriondwyfor, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,North Wales,None,None,2021-03-23 11:03:57,
1.3743159824628E+018,RustyMila1917," _GBR: This was a conspiracy theory a few months ago, as were vaccination passports. What is the last straw for you? …",Hyrule ,None,None,2021-03-23 11:03:58,
1.37431598665701E+018,90s_Ka_Hindu, : This is not a surprise. Again I say this is not a surprise. The FDA could have approved this vaccine a few months ago. Fi…,,USA,None,2021-03-23 11:03:59,
1.37431598895558E+018,PWM62, Preparation of a COVID-19 vaccine that can be given in tablet ,"Florida, USA",None,None,2021-03-23 11:03:59,
1.37431599036479E+018,WeCanBeZero,Confusion As Brazil Faces COVID-19 Surge With Two Health Ministers ,Ireland,USA,None,2021-03-23 11:04:00,
1.37431599040262E+018,wrtv," : Since the start of the pandemic, registered deaths where Covid-19 was mentioned on the death certificate:

Cumbria: 1,…","Indianapolis, IN, USA",None,None,2021-03-23 11:04:00,
1.37431599016774E+018,worldywca, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,Worldwide,IND,None,2021-03-23 11:04:00,
1.37431599191248E+018,manish283, _otero: it is a shame Super Metro are making mad profits than Kenya Airways,"New Delhi/Bangalore, India",IND,None,2021-03-23 11:04:00,
1.37431599250816E+018,sammuthu2006,"Pre and Post Covid-19 Mindset - Final Wrap up Day 4/5
","Bengaluru, India",None,None,2021-03-23 11:04:00,
1.37431599555741E+018,tgradous,Confusion As Brazil Faces COVID-19 Surge With Two Health Ministers ,Home of The MASTERS ⛳️,None,None,2021-03-23 11:04:01,
1.37431599585102E+018,MEstimator01, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Mount Dora, FL",None,None,2021-03-23 11:04:01,
1.37431599596838E+018,zachmorris____,Please join us in observing a minute of silence and reflection to mark the anniversary of the GBR's first COVID-19 l… ,"Salt Lake, UT",None,None,2021-03-23 11:04:01,
1.37431599631244E+018,DrJessieKeener," : #Milvax: Pentagon to Make COVID-19 Vaccine Mandatory for Soldiers by July?

",TEXAS,None,None,2021-03-23 11:04:01,
1.37431599669821E+018,Taitamco, : friendly reminder that men who have sex with men aren’t allowed to donate blood unless they’ve been abstinent for 3 months (…,Poitiers 732!,None,None,2021-03-23 11:04:01,
1.37431600059898E+018,saldestro, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,,None,None,2021-03-23 11:04:02,
1.37431600161398E+018,ChronosKairos3," _ethics: Changing views on policy priorities in Australia since the introduction of vaccines:

The main aim is (or will be) reducing…","Prague, Czech Republic",None,None,2021-03-23 11:04:02,
1.37431600198733E+018,MikeShinzo,will this be reported by the GBR press?,,None,None,2021-03-23 11:04:03,
1.37431600438643E+018,micheclb, : Tulting in…,"Brussels, Belgium",None,None,2021-03-23 11:04:03,
1.37431600456683E+018,paulanthtaylor, : FDA clears first AI device to spot hidden signs of COVID-19  ,Europe,None,None,2021-03-23 11:04:03,
1.37431600821169E+018,osianmcg28, : State public health officials seeking to contain a third wave of coronavirus on Cape Cod tested more than 200 people for…,North Wales/Cardiff/Nantes,None,None,2021-03-23 11:04:04,
1.37431600768315E+018,MbokoMishi,"This is NOT okay   
“To further the NFL's efforts in promoting the importance of getting the COVID-19 vaccine w… ",Kenya,None,None,2021-03-23 11:04:04,
1.37431601143697E+018,HermioneWeasl18, : Check out the new EASST Review and inspiring reflections on the impact of COVID-19 on research  _NunezCasal…,,None,None,2021-03-23 11:04:05,
1.37431601863873E+018,damendah," : M Health Fairview launches clinic for COVID-19 ICU survivors

",Nairobi,None,None,2021-03-23 11:04:07,
1.37431601872261E+018,pvfcracca, : Senate Minority Leader Frank Drilon on Pres Duterte rejecting indemnity for COVID-19 vaccine makers: Unbelievable.... We pa…,,None,None,2021-03-23 11:04:07,
1.37431601901191E+018,HPforLovecraft,Grŵp Llandrillo Menai is proud to be supporting the ‘light up Wales’ campaign to honour and remember those in Wales… ,"Portland, Oregon ",None,None,2021-03-23 11:04:07,
1.37431601946914E+018,telesquib," : How to donate blood plasma after recovering from COVID-19 to treat people who have recovered from illness .

Explains Dr. Mu…",WORLDWIDE,None,None,2021-03-23 11:04:07,
1.37431601975856E+018,tictocthenoo, : NEW: The national labor board found Amazon illegally interrogated and threatened Queens warehouse workers for organizing…,"Edinburgh,Scotland",None,None,2021-03-23 11:04:07,
1.37431602016964E+018,NotRobertaJames,Brilliant!!!! ,,None,None,2021-03-23 11:04:07,
1.37431602043385E+018,kiwix28x," : Thread: For , I looked at recent all-cause mortality data from Kerala (which showeddeaths in 2020) and Mumbai (wh…",,GBR,None,2021-03-23 11:04:07,
1.37431602372217E+018,Globalbizdynam1, : Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery after he tests Covid-19 positive - Times of India …,"London, England.",None,None,2021-03-23 11:04:08,
1.37431602380605E+018,ExBulletinGBR," : It’s possible the COVID-19 pandemic saves humanity by preparing the world for a far more deadly future virus

This test ca…",GBR,None,None,2021-03-23 11:04:08,
1.3743160244352E+018,statesville, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Statesville, NC",None,None,2021-03-23 11:04:08,
1.37431602485882E+018,Senior_Villager,  It feels like forever since then- I’ll maybe send an abstract in for next year...I rem… ,"Nairobi, Kenya",None,None,2021-03-23 11:04:08,
1.37431602620519E+018,FLORETKOO,There is now more hope to motivate others to get the Covid vaccine. This might actually appeal to the GQP.,she/her,None,None,2021-03-23 11:04:08,
1.37431602826874E+018,VrRetweeter,"The Omani Ministry of Health announced that the total of reported cases of COVID-19 in the Sultanate reached 152,36… ",Metaverse,None,None,2021-03-23 11:04:09,
1.37431602888111E+018,Searunner,"$MFC John Hancock Vitality Members to Receive Rewards for COVID-19 Vaccination
",Republic of the Philippines ,None,None,2021-03-23 11:04:09,
1.37431602894814E+018,JCSwagger6196," : Florence Aquatic Center closed for 2021 season. This is 2nd year in a row COVID-19 restrictions shut it down:
…",,None,None,2021-03-23 11:04:09,
1.37431603058409E+018,specifically_v, : Me thinks I am making waves. I want answers now. ,"Dallas, TX",None,None,2021-03-23 11:04:09,
1.37431603203529E+018,Buddie_O, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Chicago, IL",None,None,2021-03-23 11:04:10,
1.37431603273988E+018,k001_mfk, : GPL clubs to undergo another COVID-19 test this week ,,None,None,2021-03-23 11:04:10,
1.37431603366268E+018,JayMan471, :  Latest Covid-19 data shows a surge in infection rates in the West Bromwich areas of Newton and Greets Green &amp, Lyng…,,None,None,2021-03-23 11:04:10
1.37431603406524E+018,HelpHumanity1st,  The NHS Recovery programme demonstrated the effectiveness of dexamethasone as a treatment… ,,None,None,2021-03-23 11:04:10,
1.37431603503007E+018,TelesquibMusic," : Interesting thread below on the ‘plan’ out of this.  Personally, and you know my views, I wouldn’t believe this gover…",Nigeria,None,None,2021-03-23 11:04:10,
1.37431603520196E+018,ITVborder," : Starting April 01st, anyone above 45 years can get the Covid-19 vaccine. I appeal to all eligible citizens to get vaccinated an…","Carlisle, GBR",None,None,2021-03-23 11:04:11,
1.37431603789891E+018,sospicy910,  Of course sir but COVID-19 made it deteriorated.,"Port City, NC",None,None,2021-03-23 11:04:11,
1.37431604106143E+018,Sonoia_G, : Health chief urges people to follow rules after COVID-19 outbreak at primary school ⁦_Utd⁩ ⁦_GBR⁩  #S…,"Nairobi, Kenya",None,None,2021-03-23 11:04:12,
1.37431604284395E+018,africacrick," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",Africa,None,None,2021-03-23 11:04:12,
1.374316044916E+018,telesquibtv, Preparation of a COVID-19 vaccine that can be given in tablet ,Worldwide,None,None,2021-03-23 11:04:13,
1.37431604644683E+018,mynameisbismark, : Three fully vaccinated people caught COVID-19 in Hawaii. ,Republic of the Philippines ,None,None,2021-03-23 11:04:13,
1.37431604704254E+018,FosterWilts," : BREAKING: Firm awarded £16.2m across multiple Covid-19 contracts has extensive links to the Conservatives.

Softcat Plc…","Trowbridge, England",GBR,None,2021-03-23 11:04:13,
1.37431604890481E+018,MichelleNewDay," : #COVID19 | Get vaccinated, end #coronavirus! 

COVID-19 vaccine is absolutely safe! 

Yes to vaccine, yes to cure! 

#Unite2…",Canada,CAN,None,2021-03-23 11:04:14,
1.37431605309056E+018,bangtanbwa," : AstraZeneca’s Vaccine Is found to be 79% effective in preventing symptoms of COVID-19 in a U.S. study, but 100% effective…",OT7,None,None,2021-03-23 11:04:15,
1.37431605827475E+018,alma_del_rio_," : As a scientist, I follow the facts,” said Bridle. “The evidence is overwhelming: .. COVID-19 is no worse than the annual…",Indigenous land ,None,None,2021-03-23 11:04:16,
1.37431605893333E+018,SophieR66723937, : #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,,None,None,2021-03-23 11:04:16,
1.37431605935697E+018,Saund65," : Indonesia's clerics declared AstraZeneca vaccine 'haram', cause it has something from pig. Around 40,000 people died wi…","East, England",GBR,None,2021-03-23 11:04:16,
1.37431606054401E+018,beatbyanalisa,TMR Analyzes Impact of Outbreak of COVID-19 on Power Plant Chemicals Market – KSU | The Sentinel Newspaper - KSU |… ,"San Antonio, TX",None,None,2021-03-23 11:04:17,
1.37431606058172E+018,PaulRusso32,Hungary flags delay in reopening as Covid-19 deaths scale new high ,"Seneca Falls, NY",USA,None,2021-03-23 11:04:17,
1.37431606112283E+018,dtmons360,Offaly has by far the highest rate of Covid-19 in the country... ,"Gaithersburg, MD",None,None,2021-03-23 11:04:17,
1.3743160611395E+018,HelpHumanity1st,TimetoHerd — Days until 70% of each country is vaccinated for COVID-19 … ,,None,None,2021-03-23 11:04:17,
1.37431606600066E+018,ProlongingCovid,"Bowel Cancer Update: find out how  are keeping you safe from COVID-19 during your colonoscopy appointment. 
",On Gab at ChloroquineGuerilla2,None,None,2021-03-23 11:04:18,
1.37431606615175E+018,Mowizz_BMG, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,Bosphorus,None,None,2021-03-23 11:04:18,
1.37431606712908E+018,CapeGirl2011, : #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,Cape Cod Massachusetts ,None,None,2021-03-23 11:04:18,
1.37431606834541E+018,tamarageraci,WeWork lost $3.2bn last year as Covid-19 shut its co-working spaces around the world. Now the company is seeking $1… ,NE Ohio,None,None,2021-03-23 11:04:18,
1.3743160696121E+018,MPenkler," : #BREAKING Restaurant workers across the province will get the COVID-19 vaccine in Phase 2 of the rollout in April, government…",,None,None,2021-03-23 11:04:19,
1.37431607471227E+018,kristinaabusch,Take care and get well soon ,Satan’s Armpit ,None,None,2021-03-23 11:04:20,
1.37431607576923E+018,JFabGeek,"11 Nigerian Governors yet to take COVID-19 Vaccine (Full list)
",,None,None,2021-03-23 11:04:20,
1.37431607460332E+018,LlandrilloMenai," : AstraZeneca’s Vaccine Is found to be 79% effective in preventing symptoms of COVID-19 in a U.S. study, but 100% effective…",North Wales,None,None,2021-03-23 11:04:20,
1.37431607732962E+018,sirajud14497180, : BREAKING: Care home workers will be required by law to have a Covid-19 jab under a historic legal change agreed by B…,,None,None,2021-03-23 11:04:21,
1.37431608206492E+018,jocysweatshirt, : US President  congratulated President  &amp, Pakistani Nation on #PakistanResolutionDay. He said that US-…,United States,None,None,2021-03-23 11:04:22
1.37431608302967E+018,JanayKinney," : BREAKING: US officials say AstraZeneca may have included ""outdated information"" in its COVID-19 vaccine trial. …",Michigan (Bring Your Band),None,None,2021-03-23 11:04:22,
1.37431608299175E+018,RamKhn14,SOURCE SPOS: Derrick Rose Says COVID-19 WAs Ten Times Worse Than the Flu ,"New Delhi, India",IND,None,2021-03-23 11:04:22,
1.3743160839188E+018,nazabc7, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"London, United Kingdom",GBR,None,2021-03-23 11:04:22,
1.37431608442208E+018,shikhar_12,COVID-19 funds leave Moncton with $8-million surplus  ,,None,None,2021-03-23 11:04:22,
1.37431608632626E+018,Domoxsweatshirt," : having                          disliking
covid-19              black widow 
                  no taste",Cactus state ,None,None,2021-03-23 11:04:23,
1.37431608684229E+018,AnnaTheMidwife," : BREAKING: US officials say AstraZeneca may have included ""outdated information"" in its COVID-19 vaccine trial. …",Far Bletchley. Views mine...,None,None,2021-03-23 11:04:23,
1.37431608966506E+018,OBXJEN,"COVID-19 &amp; Vibes: SWAT Called In To Handle Miami Spring Breakers Who Broke Curfew, Twitter Reacts ","Ohio, USA",USA,None,2021-03-23 11:04:23,
1.37431608979922E+018,QNAEnglish,"Supporting a day of reflection,  in light of how COVID-19 has changed the world. .   
             #healdgreen… ",Qatar,None,None,2021-03-23 11:04:24,
1.37431609511762E+018,StockNewsBot2,idc the point you're trying to make. This is anti vax rhetoric. Encourage ppl to get vaxed AND weigh the continued… ,,None,None,2021-03-23 11:04:25,
1.37431609714351E+018,StefDFOX19Now, : US President  congratulated President  &amp, Pakistani Nation on #PakistanResolutionDay. He said that US-…,"Cincinnati, OH",None,None,2021-03-23 11:04:25
