id,Author,Text,User Location,Country_Code,Tweet Country,created_at,Unnamed: 7
1.3743113416668E+018,johncorden47," : If you care for a loved one and you're eligible for the Covid-19 vaccine, you can now book online or by calling 119",coventry,None,None,2021-03-23 10:45:31,
1.37431134318915E+018,asiatimesonline,"Rapid spread of new Covid-19 variants, snail-paced vaccine rollout and enduring economic distress all point to Fili… ",Asia,None,None,2021-03-23 10:45:32,
1.37431134316831E+018,Imperial_Stats,A year in review: Imperial's COVID-19 Response Team has spent over a year tracking the trajectory of the coronaviru… ,"London, GBR",GBR,None,2021-03-23 10:45:32,
1.37431134289988E+018,PakinUSA,"Rep. Tom Souzzi lauded the contributions of the Pakistani-American diaspora, particularly medical professionals and… ","Washington, D.C.",USA,None,2021-03-23 10:45:32,
1.37431134699771E+018,KeaMotlokwa," : Truth be told, COVID-19 took so much away from us. We smile, laugh and live through the pain just so we can go on living bu…",South Africa,None,None,2021-03-23 10:45:33,
1.37431134714869E+018,amongmaple, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,,None,None,2021-03-23 10:45:33,
1.37431134844474E+018,bazyjonesy," : Cases of, and deaths from, Covid-19 continue to fall in the State of Texas three weeks after the Governor announced the com…",,None,None,2021-03-23 10:45:33,
1.37431135112489E+018,_Zubane, : Social Work lecturer Dr Maud Mthembu led a team that wrote an isiZulu children’s book about COVID-19 Uhambo lwami ngesikhathi…,Zululand,None,None,2021-03-23 10:45:34,
1.37431135423287E+018,Howlark1,This,,None,None,2021-03-23 10:45:34,
1.37431135460623E+018,jtower3653, : #BREAKING: AstraZeneca likely provided an “incomplete view of efficacy data” on COVID-19 vaccine from a large scale U.S. t…,East Millinocket Maine,None,None,2021-03-23 10:45:35,
1.37431135770145E+018,ThisisRaysBlog," : You hear Brazil is getting hit hard by a Covid-19 variant? Not in Maxaranguape, in northeast Brazil that adopted #Ivermect…",,None,None,2021-03-23 10:45:35,
1.37431136043632E+018,DumbNecromancer, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,Denmark,None,None,2021-03-23 10:45:36,
1.37431136146385E+018,TayEmpress," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,None,None,2021-03-23 10:45:36,
1.37431136720588E+018,renGBRamendiss," : Thread: For , I looked at recent all-cause mortality data from Kerala (which showeddeaths in 2020) and Mumbai (wh…",Toronto,CAN,None,2021-03-23 10:45:38,
1.37431136823339E+018,nicoalameh, _tx: We just announced that the Philippines has secured 7 million additional doses of our COVID-19 vaccine through a new supply…,Araby,None,None,2021-03-23 10:45:38,
1.3743113696847E+018,RefugeesUganda," : Thanks to the , , refugees like Samuel Kwai, a nurse at Koro Health Centre, Bidibidi refugee sett…","Sir Apollo Kagwa Road, Old Kla",None,None,2021-03-23 10:45:38,
1.37431137368193E+018,Sunfly111," : Exclusive: Care home staff to face compulsory Covid vaccination.
Write your MP. 
The COVID-19 vaccines DO NOT STOP TRANSMISSION…",,None,None,2021-03-23 10:45:39,
1.37431137521272E+018,honeybe02577966," : Situation at The Medical City.

Hospital has declared full capacity for COVID-19 patients. All 120 beds reserved for patient…","Dubai, United Arab Emirates",None,None,2021-03-23 10:45:39,
1.37431137607268E+018,50Billionz," : Female Hormone Progesterone Could Save Men From COVID-19 Death, Study Claims     ",,None,None,2021-03-23 10:45:40,
1.3743113762782E+018,allohio1974," _kell: AstraZeneca may have used ""outdated information"" in the results of a large-scale COVID-19 vac trial, a U.S. health agency sai…","Ohio, USA",USA,None,2021-03-23 10:45:40,
1.37431137634531E+018,stipphein, : Big day today - the FLCCC Alliance Ivermectin manuscript had its expert peer-review accepted for publication! Sanity reigns…,"Cape Town, South Africa",None,None,2021-03-23 10:45:40,
1.3743113775741E+018,MinZaw23443379," : We should be dealing with the COVID-19 pandemic but no, dictators of the region saw the timing as an opportunity to se…",,None,None,2021-03-23 10:45:40,
1.37431137877787E+018,RandomGuyxoxo," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ",Probably Saturn or Pluto,None,None,2021-03-23 10:45:40,
1.37431137933584E+018,redgeo,"Facing COVID-19 outbreaks and privatization, oil workers shut down refineries in Brazil ","Scotland, United Kingdom",GBR,None,2021-03-23 10:45:40,
1.37431137959588E+018,seanmbarrett,"Americans gained weight after being told to stay out of public places during the COVID-19 pandemic, according to a… ","Houston, TX",US,United States,2021-03-23 10:45:41,
1.3743113799188E+018,renalberich, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,chez moi,None,None,2021-03-23 10:45:41,
1.37431138195723E+018,elisdylan,Death rates would’ve been even worse if he’d been allowed to rule us all,🏴󠁧󠁢󠁷󠁬󠁳󠁿/manchester,None,None,2021-03-23 10:45:41,
1.37431138337916E+018,bethyyyclyro, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Edinburgh, Scotland",None,None,2021-03-23 10:45:41,
1.37431138530421E+018,chiragjogi_GJ, : India has crossed 1 Crore milestone in COVID-19 tests with 1105 labs operational across the Nation. #IndiaFightsCorona  …,"Anand, India",IND,None,2021-03-23 10:45:42,
1.37431138712881E+018,pharmercologist," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Baltimore, MD",None,None,2021-03-23 10:45:42,
1.37431138847518E+018,ThirdSpaceMin," : Join us at 6pm tonight, 23rd March, as we pray together as community on Facebook live to mark a year since the start of th…",,None,None,2021-03-23 10:45:43,
1.37431138973346E+018,Greenald_, : friendly reminder that men who have sex with men aren’t allowed to donate blood unless they’ve been abstinent for 3 months (…,,None,None,2021-03-23 10:45:43,
1.3743113901235E+018,jaarapoc,*through a new supply agreement with the PRIVATE SECTOR*,"Carrington, New South Wales",None,None,2021-03-23 10:45:43,
1.37431139042139E+018,1057News,"UPPER CUMBERLAND AND TENNESSEE VALLEY COVID-19 REPO – MONDAY, MARCH 22, 2021 ","Crossville, TN",None,None,2021-03-23 10:45:43,
1.37431139130214E+018,fabianacecin, : FUN FACT FOLKS:  America’s billionaires saw their net worth increase by nearly 45% over the last 12 months while tens of…,"Blumenau, SC, Brazil",BRA,None,2021-03-23 10:45:43,
1.37431139277858E+018,jurisdigest,"Nigeria Records 131 New COVID-19 Infections, Total Now 161,868 ",Nigeria,None,None,2021-03-23 10:45:44,
1.37431139772788E+018,kashmirobserver,School Closed For 5-Days After 9 Students Test Positive For Covid-19 ,"Srinagar, Kashmir",None,None,2021-03-23 10:45:45,
1.37431139921248E+018,Dospueb1Rosalyn,I know right,Republic of the Philippines,None,None,2021-03-23 10:45:45,
1.37431139932165E+018,Chr1sR0berts, Yeah you might be right (I hope you are) but this is the 3rd Coronavirus this century (SARS, MERS,… ,"South East, England",None,None
1.37431139956071E+018,tkenewskashmir,Cabinet approves covid-19 vaccination for all above 45 years ,"Srinagar, India",IND,None,2021-03-23 10:45:45,
1.37431140461906E+018,labourunionsGBR," : Starting April 01st, anyone above 45 years can get the Covid-19 vaccine. I appeal to all eligible citizens to get vaccinated an…",United Kingdom,GBR,None,2021-03-23 10:45:46,
1.374311404552E+018,thetrooper9220," : Michigan has the second-highest number of cases of the COVID-19 B.1.1.7 variant in the U.S., leading some public health ex…",https://youtu.be/IrwdjrtNkuw,None,None,2021-03-23 10:45:46,
1.37431140461062E+018,makoto_au_japon,This is a long read but excellent and worth your time. Read it and you'll understand why I'm angry and why this gov… ,#Japan or #Genève #Geneva 🇨🇭,None,None,2021-03-23 10:45:46,
1.37431140750059E+018,DavidTracey18, : At 12 noon we will be marking this National #DayOfReflection by observing a minute's silence to remember and celebrate the…,"The Grove, Stockport, England",GBR,None,2021-03-23 10:45:47,
1.37431140868326E+018,Smitham1986," : COVID-19 - Florence Nightingale Diagrams of Deaths    In Week 10, deaths registered in England and…","Karnataka, India",IND,None,2021-03-23 10:45:47,
1.37431141042402E+018,alcazar_susan, : Good move by NDA. All above 45+ to get COVID-19 vaccine from April 1.,SE Michigan ,None,None,2021-03-23 10:45:48,
1.3743114133181E+018,melkanarek, : Vietnam may produce own Covid-19 vaccines in third quarter ,GBR,GBR,None,2021-03-23 10:45:49,
1.3743114140185E+018,glenn182," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",Scotland,None,None,2021-03-23 10:45:49,
1.37431141443793E+018,SvenVanHauwe," : Cases of, and deaths from, Covid-19 continue to fall in the State of Texas three weeks after the Governor announced the com…",,None,None,2021-03-23 10:45:49,
1.37431141483634E+018,GraduateHard,"On the National #DayofReflection, Croydon remembers all those who have lost their lives during the Covid-19 pandemi… ",India,IND,None,2021-03-23 10:45:49,
1.37431141562898E+018,makoto_au_japon, : #OneYearOn it is rare to come across a person who hasn’t suffered a Covid-19 loss. Myself included... Praying for bet…,#Japan or #Genève #Geneva 🇨🇭,None,None,2021-03-23 10:45:49,
1.37431141632542E+018,DGBResEducator,New U.S. COVID-19 cases show weekly uptick for first time since January ,,None,None,2021-03-23 10:45:49,
1.37431141646377E+018,devon_omahony," : UPDATE: Covid-19 vaccinations in South (East) Asia

#India: 45,070,000
#Indonesia: 7,880,000
#Bangladesh: 4,760,000
#Nepal: 1,60…",Ireland,None,None,2021-03-23 10:45:49,
1.37431141606536E+018,yourcroydon, : How Health Communications Will and Should Be Changed by Covid-19  via  #COVID19 #lockdown2021 …,"Croydon, South London",GBR,None,2021-03-23 10:45:49,
1.3743114200248E+018,smallypaula,"Thanks be to God!

#ADDBiblicalAnswers 
#TruthsFromTheBible 
#GlobalPrayerForHumanity",South London,GBR,None,2021-03-23 10:45:50,
1.37431142453785E+018,peggyodomyahoo1,"#Chipo SE2 Ep 10 is on tonight at 7:30 PM on ZBCTV. Also watch on our YouTube channel. In this episode, Covid-19 is… ",,None,None,2021-03-23 10:45:51,
1.37431142558206E+018,jarsagar," : Starting April 01st, anyone above 45 years can get the Covid-19 vaccine. I appeal to all eligible citizens to get vaccinated an…",Burma,None,None,2021-03-23 10:45:51,
1.3743114258003E+018,SuzieWarner," :  Officers deserve to expect to come home from work. Heartbreaking.

Hero 51yr old Police Officer Eric Tal…",Bath GBR,GBR,None,2021-03-23 10:45:52,
1.3743114281616E+018,kesobells, : We are seeing a shift in the Covid-19 trajectory in South Africa: researcher ,,None,None,2021-03-23 10:45:52,
1.37431142762062E+018,TheatreHarare, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Harare, Zimbabwe",None,None,2021-03-23 10:45:52,
1.37431142940727E+018,Raghavendrah91, : US federal health officials say results from a US trial of AstraZeneca’s COVID-19 vaccine may have used “outdated information…,"Tumkur / Chitradurga, Karnatak",None,None,2021-03-23 10:45:52,
1.37431143203307E+018,Leshasselhikes," : Kogi: Yahaya Bello collected palliatives, must accept COVID-19 vaccines - Dino Melaye - Daily Post Nigeria …",Florida,None,None,2021-03-23 10:45:53,
1.37431143297255E+018,men_engage," : More than a thousand Americans needlessly dying of Covid-19 , dozens more dying of gun violence and more than hundred thousand…",,None,None,2021-03-23 10:45:53,
1.37431143517461E+018,salmaofumado, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,,None,None,2021-03-23 10:45:54,
1.37431143585404E+018,EAngelPhillips3,"_Champagne    _langer  
CUMULATIVE COVID-19 VA… ",,None,None,2021-03-23 10:45:54,
1.37431143646647E+018,starwiz_whizboi, : Care providers say a campaign to ‘stand up’ for social care would be a fitting way to mark the first anniversary of th…,somewhere in the 🌐,None,None,2021-03-23 10:45:54,
1.374311436953E+018,Buckeye_Ry, : Nature was healing and we were like lmao jk,"Columbus, OH",None,None,2021-03-23 10:45:54,
1.3743114389369E+018,philipvcole1, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Cheltenham, England",GBR,None,2021-03-23 10:45:55,
1.37431144062711E+018,itsmebuc," : In case you missed it, we published our 2020 Annual Report on Friday: 
It records the publication of…",,None,None,2021-03-23 10:45:55,
1.37431144496828E+018,OTProfBeth131," : #MEDICINEHEALTH Stay-At-Home Adults Gained Two Pounds a Month During COVID-19 Pandemic, Study …",Glasgow and Edinburgh ,None,None,2021-03-23 10:45:56,
1.37431144771972E+018,leomujahid1604, : Lucknow doctor tests positive after completing two-dose course of COVID-19 vaccine. I am so confused! …,,None,None,2021-03-23 10:45:57,
1.3743114489613E+018,The_Gay_Gatsby,News18 Evening Digest: Cabinet Approves Covid-19 Vaccinations for Those Above 45 Years From April 1 and Other Top S… ,,None,None,2021-03-23 10:45:57,
1.37431145147367E+018,SocSolAdvs, : AstraZeneca may have provided an incomplete view of efficacy data on its COVID-19 vaccine from a large scale trial in the Unit…,,None,None,2021-03-23 10:45:58,
1.37431145158692E+018,tres444, : There are now NO active cases of COVID-19 in Victoria! ,The Road Not Taken,None,None,2021-03-23 10:45:58,
1.37431145178815E+018,apareek621, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors. …,,None,None,2021-03-23 10:45:58,
1.37431145303391E+018,Biswaji39516992," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",India,IND,None,2021-03-23 10:45:58,
1.37431145355825E+018,GODS_HOAGIE, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,,None,None,2021-03-23 10:45:58,
1.37431145478285E+018,farm_strong," : Today marks one year since the 1st national lockdown was introduced in response to the Covid-19 pandemic.

We cannot bri…",Melbourne,AUS,None,2021-03-23 10:45:58,
1.37431145887663E+018,AmandaGillender, Preparation of a COVID-19 vaccine that can be given in tablet ,Herefordshire,None,None,2021-03-23 10:45:59,
1.37431146073884E+018,OddUnni," : Michigan has the second-highest number of cases of the COVID-19 B.1.1.7 variant in the U.S., leading some public health ex…",,None,None,2021-03-23 10:46:00,
1.37431146138058E+018,MOVIESTVMAD," Pakistan can be saved from COVID-19 by a complete lockdown for 15 days.
The people have to sacrifice f… ",Cyprus,None,None,2021-03-23 10:46:00,
1.37431146181679E+018,IrfanMohammed_,ICO Guidance On COVID-19 Workplace Testing ,"Lambeth, London",GBR,None,2021-03-23 10:46:00,
1.37431146458078E+018,HelpHumanity1st, : Merkel and regional leaders agree to extend Germany’s lockdown until April 18 after Covid-19 contagion rates nearly doubled…,,None,None,2021-03-23 10:46:01,
1.37431146476113E+018,HARENDR21921303, : FT:  Tory PM Cameron personally lobbied senior figures in the Treasury and Downing Street to secure greater access to s…,jogither,None,None,2021-03-23 10:46:01,
1.37431146491216E+018,NEFeghali," : It is believed that over 1,000 health and care workers have died after testing positive for COVID-19 since March 2020.…",,None,None,2021-03-23 10:46:01,
1.37431146692549E+018,ninaesmino, : #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,ILG // MNL,None,None,2021-03-23 10:46:01,
1.37431146722749E+018,BEgbuchulam, : SPT will observe the one minute of silence at noon today for a moments reflection to remember those who have died during…,Nigeria,None,None,2021-03-23 10:46:01,
1.37431146785238E+018,DRHAAN300,US Officials Question AstraZeneca COVID-19 Vaccine Trial Results ,,None,None,2021-03-23 10:46:02,
1.37431146935815E+018,FaizanKhalil8," : ""Know your place pesky Celts"" - or, as Unionists say ""Family of Nations"".

There are people alive in Wales &amp; Scotland today b…",karachi,None,None,2021-03-23 10:46:02,
1.37431146994953E+018,PrivacyLaw_,Gambia: WHO Recommends Use of Covid-19 Astrazeneca Vaccine  ,WorldWide,None,None,2021-03-23 10:46:02,
1.37431146986145E+018,McphailMerritt," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,None,None,2021-03-23 10:46:02,
1.37431147300299E+018,UrsulaKretzsch, : How the COVID-19 pandemic is affecting every state: Latest updates.  ,,None,None,2021-03-23 10:46:03,
1.37431147386707E+018,tb_or_not_tb_GBR," : Every adult above 45, irrespective of co-morbid conditions, will now be vaccinated against COVID-19 from the 1st of April…",East Kent,None,None,2021-03-23 10:46:03,
1.37431147382919E+018,Ningwa_Sam, _ZA: We've partnered with  to host 3 virtual Impact Management and Measurement (IMM) Labs in 2021. Through the power…,📍🇦🇺,None,None,2021-03-23 10:46:03,
1.37431147403479E+018,Bell45, _Health: Germany is extending its lockdown until April 18 and calling on citizens to stay at home for five days over the Easter…,Glasgow,None,None,2021-03-23 10:46:03,
1.37431147491551E+018,IndependentNGR," : Liza Soberano on COVID-19 situation in the country: ""Where is the support for the poor in the country?""
…","Lagos, Nigeria",None,None,2021-03-23 10:46:03,
1.37431147578805E+018,lord_prefab, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,159 km2,None,None,2021-03-23 10:46:03,
1.3743114760731E+018,ZyiteGadgets," : Truth be told, COVID-19 took so much away from us. We smile, laugh and live through the pain just so we can go on living bu…",http://www.zyite.com/,None,None,2021-03-23 10:46:04,
1.37431147707152E+018,fashionReigns,DOH warns against jumpers in COVID-19 vaccination line, says vaccines should be given only to healthcare workers fo… ,United States,None,None,2021-03-23 10:46:04
1.37431147710503E+018,secksaddict,Requirement for Proof of Negative COVID-19 Test or Recovery from COVID-19 for All Air Passengers Arriving in the Un… ,princeton nj,None,None,2021-03-23 10:46:04,
1.37431147746573E+018,ParagonWorli18, : KENYA AIRWAYS reports worst-ever loss of Sh36.2bn for 2020 as revenues decline by 59pc on account of Covid-19 disruptio…,Mumbai,IND,None,2021-03-23 10:46:04,
1.3743114782585E+018,desiree_rsa," : AstraZeneca’s Vaccine Is found to be 79% effective in preventing symptoms of COVID-19 in a U.S. study, but 100% effective…","Johannesburg, South Africa",None,None,2021-03-23 10:46:04,
1.37431148195364E+018,McphailMerritt,The COVID-19 vaccines do not contain aluminum #SmartNews  ,,None,None,2021-03-23 10:46:05,
1.37431148452461E+018,WomanityMP,"This time last year we headed into our first lockdown. As we reflect today, we think about what our experiences hav… ",Kenya,None,None,2021-03-23 10:46:06,
1.37431148597179E+018,ninetiescinema,"Hindi gets ng DDS ang  power
point ni  how yowill control people to go out
to provide a stimulus packa… ",18 london,None,None,2021-03-23 10:46:06,
1.37431148619831E+018,Ray_Maota,"After 4 straight days of over 7,000 reported COVID-19 cases, the Philippines on Tuesday, March 23, logged 5,867 new… ",Emjipa,None,None,2021-03-23 10:46:06,
1.37431148740618E+018,shecrisostomo, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,Philippines,None,None,2021-03-23 10:46:06,
1.3743114874314E+018,CIECambridge,"Gambia: Gambia Records One New Covid-19 Related Death, 39 New Cases  ","900 NE 23 Ave, Homestead, FL",None,None,2021-03-23 10:46:06,
1.37431148941111E+018,daglaxx," _CoJ: MEDIA ADVISORY
Date: 23 March 2021
SPEAKER OF COUNCIL TESTED POSITIVE FOR COVID-19
The Speaker of Council, Cllr Nonceba Mo…",PlanetEarth,None,None,2021-03-23 10:46:07,
1.37431149005282E+018,AidanKe42592122,"NEWS: COVID-19 - Rochdale Infirmary marks 5,000 surgeries carried out throughout the pandemic. Read more:… ",,None,None,2021-03-23 10:46:07,
1.37431149275822E+018,JamieBabsLife," : BREAKING: Firm awarded £16.2m across multiple Covid-19 contracts has extensive links to the Conservatives.

Softcat Plc…",United States,USA,None,2021-03-23 10:46:08,
1.37431149312726E+018,Fed_IP," : So if you get tested for COVID-19 three times and are positive all three times, should it count as one positive test or…","England, United Kingdom",GBR,None,2021-03-23 10:46:08,
1.37431149378577E+018,LadyLizz8, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors. …,"Abu Dhabi, United Arab Emirate",None,None,2021-03-23 10:46:08,
1.37431149458692E+018,rapplerdotcom," : The ""NCR Plus"" COVID-19 ""bubble"" (2021) reminds me of this scene from the Simpsons Movie (2007). ",Philippines,None,None,2021-03-23 10:46:08,
1.37431149545502E+018,1golfingdoc, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,,None,None,2021-03-23 10:46:08,
1.37431150118457E+018,ZyiteGadgets," boss,  today took lead by receiving the Covid-19 vaccine jab as the vaccination exercise was… ",http://www.zyite.com/,None,None,2021-03-23 10:46:10,
1.3743115030762E+018,Neli_Ngqulana," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Johannesburg, South Africa",None,None,2021-03-23 10:46:10,
1.37431150687198E+018,NCAlliance_NHS," : Situation at The Medical City.

Hospital has declared full capacity for COVID-19 patients. All 120 beds reserved for patien…",Greater Manchester,None,None,2021-03-23 10:46:11,
1.37431150963185E+018,davearchibald47, : Great news! Let’s keep it up Minnesota ,"Gateshead, England",GBR,None,2021-03-23 10:46:12,
1.37431151075597E+018,RenovateCSRA, : The end of bodily autonomy - the end of Great Britain? ,"Augusta, GA",None,None,2021-03-23 10:46:12,
1.37431151154865E+018,JoeParr03641778, : Today we will think about those who have lost their life during the Covid-19 pandemic. At AfPP we will join the minute’…,,None,None,2021-03-23 10:46:12,
1.37431151159902E+018,itsmetiesto, : me driving to the closest covid-19 vaccine clinic so i can get my free krispy kreme donut ,63,None,None,2021-03-23 10:46:12,
1.37431151256368E+018,ZAKMlNAJ,U.S. health body questions AstraZeneca's COVID-19 vaccine trial data ,,None,None,2021-03-23 10:46:12,
1.37431151253435E+018,wadadamichael," : BREAKING: Firm awarded £16.2m across multiple Covid-19 contracts has extensive links to the Conservatives.

Softcat Plc…",Luzira,None,None,2021-03-23 10:46:12,
1.37431151320544E+018,DudesItsIvan," : #ShehnaazGill wishes her crush #KartikAaryan a speedy recovery after he tests Covid-19 positive.

#COVID19 #Shehnaazian ht…",Miami,USA,None,2021-03-23 10:46:12,
1.37431151642649E+018,honeybe02577966,Learn more and contribute at the link above - and here:,"Dubai, United Arab Emirates",None,None,2021-03-23 10:46:13,
1.37431151731995E+018,CoronaUpdateBot," _warmers: Mzava! 
The Malawi Captain presented an expired Covid-19 certificate and missed a flight yesterday.

He then went for anoth…",,None,None,2021-03-23 10:46:13,
1.37431151719004E+018,DailyDekhoNews, : No ICU Beds Available As 10 Doctors Admitted With COVID-19 – KMPDU  ,,None,None,2021-03-23 10:46:13,
1.37431151828045E+018,gabedreaming," _Blundell_UCL: The pandemic has affected inequalities in education, training, wages, employment and health, including how these vary b…",,None,None,2021-03-23 10:46:14,
1.37431151838115E+018,HurricaneLaura0, : “An Arizona man has been arrested after he cut off and held at gunpoint a caravan of National Guardsmen transporting COVID-…,,None,None,2021-03-23 10:46:14,
1.37431151919905E+018,hscwru," _Global: To mark World TB Day, our colleague   will be a key speaker at a special #EndTB webinar. The webinar will…","London, England",GBR,None,2021-03-23 10:46:14,
1.3743115201596E+018,leomujahid1604,"#Karnataka
#COVID19
#vaccine
#COVID19Vaccine
Starting April 01st, anyone above 45 years can get the Covid-19 vaccin… ",,None,None,2021-03-23 10:46:14,
1.37431152010503E+018,gedhurst, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,Europe,None,None,2021-03-23 10:46:14,
1.37431152190862E+018,lj_autumn," : Being protected from COVID-19 is the most obvious benefit of getting vaccinated, but here's another one: free doughnuts. 

Star…",Published on Amazon,None,None,2021-03-23 10:46:14,
1.37431152221482E+018,SoooooperSam," : You hear Brazil is getting hit hard by a Covid-19 variant? Not in Maxaranguape, in northeast Brazil that adopted #Ivermect…",,None,None,2021-03-23 10:46:15,
1.37431152326338E+018,BoCphzen," : If this virus exists Joe could you post or link the evidence where in the world it’s been isolated. 

There’s a reward on o…",,None,None,2021-03-23 10:46:15,
1.37431152708439E+018,kula_mag, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Brighton, England",GBR,None,2021-03-23 10:46:16,
1.37431153071238E+018,Shehnaazholic," : Of the available COVID-19 vaccines, only Moderna and Pfizer (both 95%) have higher efficacy than Sputnik V (91.6%). The Chin…","Punjab, India",IND,None,2021-03-23 10:46:17,
1.37431153100601E+018,ewhitmore,AstraZeneca vaccine results may have used 'outdated information', more states make vaccines widely available: Live… ,"ÜT: 35.100683,-106.661229",US,United States,2021-03-23 10:46:17
1.37431153167297E+018,MartinMpungah,"Because, you know, the shot is for your health...
And so is the donut 

PS: 77% of hospitalized cases were fr… ","Copperbelt, Zambia",None,None,2021-03-23 10:46:17,
1.37431153271314E+018,ninaluclv1, : I hope charlotte flair give COVID-19 a figure eight  #WWERaw #WWEThunderDome #WWEFastlane #WrestleMania #CharlotteFlai…,Kenya,None,None,2021-03-23 10:46:17,
1.37431153552333E+018,TheIFS," : You hear Brazil is getting hit hard by a Covid-19 variant? Not in Maxaranguape, in northeast Brazil that adopted #Ivermect…","London, GBR",GBR,None,2021-03-23 10:46:18,
1.37431153815736E+018,NiteniteMelissa,"Covid-19 live updates: NIH questions AstraZeneca trial data, calls it ‘incomplete’ 
By Erin Cunningham

",,None,None,2021-03-23 10:46:18,
1.374311539747E+018,FChilePositivo, : Thank goodness Governor DeSantis defeated COVID-19 before tonight’s festivities in Miami Beach ,"Santiago, Chile",None,None,2021-03-23 10:46:19,
1.37431154130717E+018,KiranParashar21," _1: I’m Bruno Amato. I’m running for Congress to defeat Republican Kevin McCarthy, who voted AGAINST COVID-19 relief for thou…","Bengaluru, India",IND,None,2021-03-23 10:46:19,
1.37431154308549E+018,Chaoticag, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,,None,None,2021-03-23 10:46:20,
1.37431154528758E+018,MULTiVersesNews,"  Regardless, we have no choice. Unless our borders remain close for eternity. We are going t… ",an Earth among many,None,None,2021-03-23 10:46:20,
1.37431154996427E+018,Logan1Bill," : Spain will resume use of the Oxford-AstraZeneca Covid-19 vaccine on Wednesday, and is also raising the age limit for r…",GBR,GBR,None,2021-03-23 10:46:21,
1.37431155234651E+018,CarlHen10428180," : 1)AstraZeneca vaxx: NOT SO ""SAFE"" AND ""EFFECTIVE"" AFTER ALL.

2)Gee, thanks for your ""concern,"" NIAID.

3)Silicon Valle…","Sydney, New South Wales",None,None,2021-03-23 10:46:22,
1.37431155630612E+018,arminder_mann, : The below information is false and does not come from SASSA. The special COVID-19 SRD grant has only been extended until…,,None,None,2021-03-23 10:46:23,
1.37431155956927E+018,JICHOdaDOG," _pcaa Pakistan can be saved from COVID-19 by a complete lockdown for 15 days.
The people have… ",Nairobi,None,None,2021-03-23 10:46:23,
1.37431156104149E+018,usatodaysun21,_Bray what is the death-rate in Ireland from Cancer (with full treatment services available) vs Covid-19 ?,"California, USA",USA,None,2021-03-23 10:46:24,
1.37431156307147E+018,PrincessMarthaD,It's astraZeneca again ? ,"Miami Beach, FL",USA,None,2021-03-23 10:46:24,
1.3743115646107E+018,JT82511721," : As expected, the  domestic trade sector experienced another tough start to the new year. Much of the performance of the sect…",,None,None,2021-03-23 10:46:25,
1.37431156620041E+018,Teemcc2,B.C. frontline workers to be eligible for COVID-19 shot in April ,,None,None,2021-03-23 10:46:25,
1.37431156823045E+018,bbttychmbrs, : How the COVID-19 pandemic is affecting every state: Latest updates.  ,Houston Texas,None,None,2021-03-23 10:46:25,
1.37431156914481E+018,fem2828, _tarello: The Minnesota Department of Health reported 0 additional COVID-19 deaths this Monday across Minnesota... ,"Cleveland, Ohio, USA",USA,None,2021-03-23 10:46:26,
1.3743115695138E+018,CharlyGrace6," _1: I’m Bruno Amato. I’m running for Congress to defeat Republican Kevin McCarthy, who voted AGAINST COVID-19 relief for thou…","Vancouver, British Columbia",None,None,2021-03-23 10:46:26,
1.37431157048701E+018,suzebuz3, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,zij/haar/die/hun,None,None,2021-03-23 10:46:26,
